Customer Country/Region,,Part,Description,Product Description,Product Family Code,Subclass Desc,Subfamily Desc,ATC
AT & DE,Reserved for AOU (EU only),FRX73D/A,RFB MBP 14 SL/12C/18C GPU/18G/1T-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,27
GB & IE,Reserved for AOU (GB & ROI only),FRX83B/A,RFB MBP 14 SL/14C/30C GPU/36G/1T-GBR,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,12
GB & IE,Reserved for AOU (GB & ROI only),FUW73B/A,RFB MBP 16 SL/16C/40C GPU/48G/1T-GBR,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,17
GB & IE,Reserved for AOU (GB & ROI only),KGJ53B/A,IPHONE 12 BLACK 64GB ORT-GBR,,iphone,IPHONE 12 D53 OCT20,AVAILABLE FOR REUSE,9
GB & IE,Reserved for AOU (GB & ROI only),KGJ73B/A,IPHONE 12 RED 64GB ORT-GBR,,iphone,IPHONE 12 D53 OCT20,IPHONE 12 D53 64GB R,14
GB & IE,Reserved for AOU (GB & ROI only),KMYQ3B/A,AOU STUDIO DISPLAY STD/VESA/1M-GBR,Wall Mount Display,display,DISPLAY J327 MAR22,27IN STUDIO DISPLAY/,9
GB & IE,Reserved for AOU (GB & ROI only),KMYV3B/A,AOU STUDIO DISPLAY NANO/HEIGHT/1M-GBR,,display,DISPLAY J327 MAR22,27IN STUDIO DISPLAY/,34
GB & IE,Reserved for AOU (GB & ROI only),KMYW3B/A,AOU STUDIO DISPLAY NANO/TILT/1M-GBR,,display,DISPLAY J327 MAR22,27IN STUDIO DISPLAY/,22
GB & IE,Reserved for AOU (GB & ROI only),KMYX3B/A,AOU STUDIO DISPLAY NANO/VESA/1M-GBR,Wall Mount Display,display,DISPLAY J327 MAR22,27IN STUDIO DISPLAY/,10
GB,,FQ0T3ZD/A,RFB IPHONE 14 PRO SBL 256GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,329
GB & IE,,FU9D3B/A,RFBMACMINI/10C CPU/10C GPU/16G/256GB-GBR,Refurbished Mac mini Apple M4 Chip,mac,RFB MAC MINI,RFB MAC MINI J773 GO,617
GB,,FQ0G3ZD/A,RFB IPHONE 14 PRO PUR 128GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,323
AT & DE,,FRX33D/A,RFB MBP 14 SB/11C/14C GPU/18G/512G-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,120
FR,,FU9D3F/A,RFBMACMINI/10C CPU/10C GPU/16G/256GB-FRA,Refurbished Mac mini Apple M4 Chip,mac,RFB MAC MINI,RFB MAC MINI J773 GO,571
GB,,FQ9U3ZD/A,RFB IPHONE 14 PRO MAX SBL 256GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,150
GB,,FQ9W3ZD/A,RFB IPHONE 14 PRO MAX GLD 256GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,124
AT & DE,,FRW13D/A,RFB MBP 16 SB/12C/18C GPU/18G/512G-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,59
GB,,FQ9X3ZD/A,RFB IPHONE 14 PRO MAX PUR 256GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,182
GB,,FQ9V3ZD/A,RFB IPHONE 14 PRO MAX SLV 256GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,102
GB & IE,,G18S3B/A,RFB MBA 15.3 STL/10C GPU/16GB/1TB-GBR,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,64
AT & DE,,FRX63D/A,RFB MBP 14 SL/11C/14C GPU/18G/512G-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,47
AT & DE,,FTL73D/A,RFB MBP 14 SG/8C/10C GPU/8GB/512GB-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,57
FR,,FUW63F/A,RFB MBP 16 SB/16C/40C GPU/48G/1T-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,35
AT & DE,,FRX43D/A,RFB MBP 14 SB/12C/18C GPU/18G/1T-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,55
AT & DE,,FRW43D/A,RFB MBP 16 SL/12C/18C GPU/18G/512G-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,32
FR,,FRX33F/A,RFB MBP 14 SB/11C/14C GPU/18G/512G-FRA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,54
GB,,FPXV3ZD/A,RFB IPHONE 14 PRO SBL 128GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,622
GB,,FQ1F3ZD/A,RFB IPHONE 14 PRO PUR 256GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,167
GB,,FQ103ZD/A,RFB IPHONE 14 PRO SLV 256GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,158
FR,,FRW43F/A,RFB MBP 16 SL/12C/18C GPU/18G/512G-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,68
GB,,FQAM3ZD/A,RFB IPHONE 14 PRO MAX PUR 512GB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,35
GB,,FQ1M3ZD/A,RFB IPHONE 14 PRO SBL 512GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,49
AT & DE,,FLY23D/A,RFB MBA 13.6 STL/10C GPU/8GB/512GB-DEU,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,68
AT & DE,,FRW33D/A,RFB MBP 16 SB/14C/30C GPU/36G/1T-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,37
GB,,FQ293ZD/A,RFB IPHONE 14 PRO PUR 512GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,56
GB,,FQ563ZD/A,RFB IPHONE 14 PLUS PUR 256GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,56
GB,,FQC53ZD/A,RFB IPHONE 14 PRO MAX PUR 1TB-ZDD,Refurbished iPhone 14 Pro Max,iphone,RFB IPHONE,RFB IPHONE 14 PRO MA,20
GB,,FQRQ3B/A,"RFBIMAC 24"" BLU/8CCPU/10CGPU/8/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,27
GB & IE,,FRX33B/A,RFB MBP 14 SB/11C/14C GPU/18G/512G-GBR,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,57
FR,,FGN63FN/A,RFB MBA 13.3 SPG/7C GPU/8GB/256GB-BEL,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J313,3
BE,,FRW13FN/A,RFB MBP 16 SB/12C/18C GPU/18G/512G-BEL,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,17
FR,,FRX63F/A,RFB MBP 14 SL/11C/14C GPU/18G/512G-FRA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,37
AT & DE,,G18S3D/A,RFB MBA 15.3 STL/10C GPU/16GB/1TB-DEU,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,45
BE,,G1CMAFN/A,RFB MBP 16 SB/16C/40C GPU/128GB/8TB-BEL,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,17
GB & IE,,G18U3B/A,RFB MBA 15.3 MDN/10C GPU/16GB/1TB-GBR,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,88
AT & DE,,FRX53D/A,RFB MBP 14 SB/14C/30C GPU/36G/1T-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,39
AT & DE,,G18N3D/A,RFB MBA 15.3 SPG/10C GPU/16GB/1TB-DEU,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,25
AT & DE,,G1BT0D/A,RFB MBA 15.3 STL/10C GPU/16GB/256GB-DEU,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,8
GB,,FQ083ZD/A,RFB IPHONE 14 PRO GLD 128GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,144
GB,,FQ183ZD/A,RFB IPHONE 14 PRO GLD 256GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,95
GB,,FQ533ZD/A,RFB IPHONE 14 PLUS MDN 256GB-ZDD,Refurbished iPhone 14 Plus,iphone,RFB IPHONE,RFB IPHONE 14 PLUS D,101
AT & DE,,FQH73D/A,RFB MAC STUDIO/12C C/30C G/32G/512GB-DEU,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,11
IT,,FRW43T/A,RFB MBP 16 SL/12C/18C GPU/18G/512G-ITA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,13
GB,,FQRK3B/A,"RFBIMAC 24"" SLV/8CCPU/10CGPU/8/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,24
AT & DE,,FNH73D/A,RFB MAC MINI/10C CPU/16C GPU/16G/512-DEU,Refurbished Mac mini,mac,RFB MAC MINI,RFB MAC MINI J474 BE,21
FR,,FRW13F/A,RFB MBP 16 SB/12C/18C GPU/18G/512G-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,42
NL,,FRX63N/A,RFB MBP 14 SL/11C/14C GPU/18G/512G-NLD,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,10
ES,,FTL73Y/A,RFB MBP 14 SG/8C/10C GPU/8GB/512GB-ESP,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,27
ES,,FW0Y3Y/A,RFB MBA 13 STL/8C GPU/16GB/256GB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,10
AT & DE,,G18U3D/A,RFB MBA 15.3 MDN/10C GPU/16GB/1TB-DEU,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,37
ES,,G18U3Y/A,RFB MBA 15.3 MDN/10C GPU/16GB/1TB-ESP,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,9
FR,,G1BT0F/A,RFB MBA 15.3 STL/10C GPU/16GB/256GB-FRA,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,53
FR,,FRX43F/A,RFB MBP 14 SB/12C/18C GPU/18G/1T-FRA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,27
GB,,FGPJ3B/A,"RFB IMAC 24"" GRN/8CCPU/8CGPU/8GB/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J456 24 BES,8
GB,,FQ023ZD/A,RFB IPHONE 14 PRO SLV 128GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,205
GB,,FQ1W3ZD/A,RFB IPHONE 14 PRO SLV 512GB-ZDD,Refurbished iPhone 14 Pro,iphone,RFB IPHONE,RFB IPHONE 14 PRO D7,26
GB & IE,,FQH63B/A,RFB MAC STUDIO/24C C/60C G/64G/1TB-GBR,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,10
GB,,FQRN3B/A,"RFBIMAC 24"" GRN/8CCPU/10CGPU/8/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,5
ES,,FNH73Y/A,RFB MAC MINI/10C CPU/16C GPU/16G/512-ESP,Refurbished Mac mini,mac,RFB MAC MINI,RFB MAC MINI J474 BE,11
AT & DE,,FNW93D/A,RFB MBP 16 SG/12C/19C GPU/16G/1T-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,6
CH,,FRW13SM/A,RFB MBP 16 SB/12C/18C GPU/18G/512G-SWM,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,6
BE,,FRW43FN/A,RFB MBP 16 SL/12C/18C GPU/18G/512G-BEL,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,6
IT,,FRX63T/A,RFB MBP 14 SL/11C/14C GPU/18G/512G-ITA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,19
CH,,FTL73SM/A,RFB MBP 14 SG/8C/10C GPU/8GB/512GB-SWM,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,5
IT,,FTL73T/A,RFB MBP 14 SG/8C/10C GPU/8GB/512GB-ITA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,20
IT,,FUW63T/A,RFB MBP 16 SB/16C/40C GPU/48G/1T-ITA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,6
BE,,G18U3FN/A,RFB MBA 15.3 MDN/10C GPU/16GB/1TB-BEL,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,10
FR,,G1BS5F/A,RFB MBA 15.3 SLV/10C GPU/24 GB/512GB-FRA,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,36
AT & DE,,G1BU5D/A,RFB MBA 15.3 STL/10C GPU/24 GB/512GB-DEU,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,6
GB & IE,,FRX73B/A,RFB MBP 14 SL/12C/18C GPU/18G/1T-GBR,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,18
FR,,FLXX3F/A,RFB MBA 13.6 SPG/10C GPU/8GB/512GB-FRA,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,25
ES,,FQH73Y/A,RFB MAC STUDIO/12C C/30C G/32G/512GB-ESP,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,6
BE,,FQKP3FN/A,RFB MBA 15.3 SPG/10C GPU/8GB/256GB-BEL,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,5
AT & DE,,FR7J3D/A,RFB MBP 14 SL/8C/10C GPU/8GB/512GB-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,35
ES,,FYJG3YP/A,RFB STUDIO DISPLAY STD/TILT/1M-SPP,Refurbished Apple Studio Display,display,RFB DISPLAY,RFB DISPLAY J327 STD,3
NL,,G1BT0N/A,RFB MBA 15.3 STL/10C GPU/16GB/256GB-NLD,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,4
GB,,FQRR3B/A,"RFBIMAC 24"" BLU/8CCPU/10CGPU/8/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,19
GB,,FQRU3B/A,"RFBIMAC 24"" PNK/8CCPU/10CGPU/8/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,6
GB,,G19L2B/A,"RFB 24"" BLU/8CCPU/10CGPU/16GB/512GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,18
GB & IE,,G1DW2B/A,RFB MBP14 SL/10C/10C GPU/16G/512G/NT-GBR,Refurbished 14-inch MacBook Pro Apple M4 Chip,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J604,7
AT & DE,,FNWA3D/A,RFB MBP 16 SG/12C/38C GPU/32G/1T-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,6
AT & DE,,FNWC3D/A,RFB MBP 16 SL/12C/19C GPU/16G/512G-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,5
FR,,FNWE3F/A,RFB MBP 16 SL/12C/38C GPU/32G/1T-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,5
AT & DE,,FPHF3D/A,RFB MBP 14 SG/12C/19C GPU/16G/1T-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J414,7
FR,,FRW23F/A,RFB MBP 16 SB/12C/18C GPU/36G/512G-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,16
FR,,FRW73F/A,RFB MBP 16 SL/14C/30C GPU/36G/1T-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,32
FR,,FRX53F/A,RFB MBP 14 SB/14C/30C GPU/36G/1T-FRA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,22
FR,,FRX83F/A,RFB MBP 14 SL/14C/30C GPU/36G/1T-FRA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,19
CH,,FRYR3SM/A,RFB MBA 15.3 STL/10C GPU/8GB/256GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,16
ES,,FRYR3Y/A,RFB MBA 15.3 STL/10C GPU/8GB/256GB-ESP,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,20
PL,,FTL73ZE/A,RFB MBP 14 SG/8C/10C GPU/8GB/512GB-ZEE,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,4
PL,,FU9D3ZE/A,RFBMACMINI/10C CPU/10C GPU/16G/256GB-ZEE,Refurbished Mac mini Apple M4 Chip,mac,RFB MAC MINI,RFB MAC MINI J773 GO,18
IT,,FW1L3T/A,RFB MBA 15 MDN/10C GPU/16GB/256GB-ITA,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,4
ES,,FW1L3Y/A,RFB MBA 15 MDN/10C GPU/16GB/256GB-ESP,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,3
ES,,FYJF3YP/A,RFB STUDIO DISPLAY STD/HEIGHT/1M-SPP,Refurbished Apple Studio Display,display,RFB DISPLAY,RFB DISPLAY J327 STD,3
ES,,FYJH3YP/A,RFB STUDIO DISPLAY STD/VESA/1M-SPP,Refurbished Apple Studio Display,display,RFB DISPLAY,RFB DISPLAY J327 STD,6
CH,,G18N3SM/A,RFB MBA 15.3 SPG/10C GPU/16GB/1TB-SWM,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J415,5
CH,,G1AG0SM/A,RFB MBP 16 SB/12C/18C GPU/36GB/1TB-SWM,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,4
AT & DE,,G1AWCD/A,RFB MBP 14 SB/16C/40C GPU/64GB/2TB-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,4
BE,,G1BP0FN/A,RFB MBA 15.3 SPG/10C GPU/16GB/256GB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,5
CH,,G1BS2SM/A,RFB MBA 15.3 SLV/10C GPU/16GB/512GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,6
AT & DE,,G1BV0D/A,RFB MBA 15.3 MDN/10C GPU/16GB/256GB-DEU,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,29
BE,,G1BV0FN/A,RFB MBA 15.3 MDN/10C GPU/16GB/256GB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,7
FR,,G1BW5F/A,RFB MBA 15.3 MDN/10C GPU/24 GB/512GB-FRA,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,36
CH,,G1BW5SM/A,RFB MBA 15.3 MDN/10C GPU/24 GB/512GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,5
AT & DE,,G1CM8D/A,RFB MBP 16 SB/16C/40C GPU/128GB/2TB-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,5
GB,,FGPG3B/A,"RFB IMAC 24"" YLW/8CCPU/8CGPU/8GB/512-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J456 24 BES,4
GB,,FQRV3B/A,"RFBIMAC 24"" PUR/8CCPU/10CGPU/8/256-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BET,14
GB & IE,,G1613B/A,RFB MBA 13.6 MDN/10C GPU/16GB/1TB-GBR,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,3
GB,,G19L7B/A,"RFB 24"" BLU/8CCPU/10CGPU/24GB/2TB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,5
ES,,FC654Y/A,RFB MBA 13 SLV/10C GPU/24GB/512GB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
IT,,FNH73T/A,RFB MAC MINI/10C CPU/16C GPU/16G/512-ITA,Refurbished Mac mini,mac,RFB MAC MINI,RFB MAC MINI J474 BE,2
FR,,FQH73F/A,RFB MAC STUDIO/12C C/30C G/32G/512GB-FRA,Refurbished Mac Studio,mac,RFB MAC STUDIO,RFB MAC STUDIO J475,2
IT,,FR7J3T/A,RFB MBP 14 SL/8C/10C GPU/8GB/512GB-ITA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,13
NL,,FRW13N/A,RFB MBP 16 SB/12C/18C GPU/18G/512G-NLD,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,15
CH,,FRW23SM/A,RFB MBP 16 SB/12C/18C GPU/36G/512G-SWM,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
PL,,FRW23ZE/A,RFB MBP 16 SB/12C/18C GPU/36G/512G-ZEE,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,2
NL,,FRW43N/A,RFB MBP 16 SL/12C/18C GPU/18G/512G-NLD,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,1
FR,,FRW63F/A,RFB MBP 16 SL/12C/18C GPU/36G/512G-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,23
PL,,FRX33ZE/A,RFB MBP 14 SB/11C/14C GPU/18G/512G-ZEE,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,2
FR,,FRX73F/A,RFB MBP 14 SL/12C/18C GPU/18G/1T-FRA,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J514,19
BE,,FRYM3FN/A,RFB MBA 15.3 SPG/10C GPU/8GB/256GB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,21
CH,,FRYN3SM/A,RFB MBA 15.3 SPG/10C GPU/8GB/512GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,2
AT & DE,,FTL83D/A,RFB MBP 14 SG/8C/10C GPU/8GB/1TB-DEU,Refurbished 14-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J504,17
ES,,FW103Y/A,RFB MBA 13 STL/10C GPU/16GB/512GB-ESP,Refurbished 13-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J713,2
ES,,FW1G3Y/A,RFB MBA 15 SLV/10C GPU/16GB/256GB-ESP,Refurbished 15-inch MacBook Air Apple M4 chip,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J715,2
NL,,FWV13N/A,"RFB24"" BLU/10CCPU/10CGPU/16GB/256GB-NLD",Refurbished 24-inch iMac Apple M4 Chip,mac,RFB IMAC,RFB IMAC J624 24 BET,2
ES,,FYJJ3YP/A,RFB STUDIO DISPLAY NANO/HEIGHT/1M-SPP,Refurbished Apple Studio Display,display,RFB DISPLAY,RFB DISPLAY J327 NAN,1
AT & DE,,G176AD/A,RFB MBP 16 SG/12C/38C GPU/96G/8T-DEU,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J416,2
BE,,G1BR0FN/A,RFB MBA 15.3 SLV/10C GPU/16GB/256GB-BEL,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,15
CH,,G1BR0SM/A,RFB MBA 15.3 SLV/10C GPU/16GB/256GB-SWM,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,4
AT & DE,,G1BW7D/A,RFB MBA 15.3 MDN/10C GPU/24 GB/2TB-DEU,Refurbished 15-inch MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J615,2
FR,,G1CMAF/A,RFB MBP 16 SB/16C/40C GPU/128GB/8TB-FRA,Refurbished 16-inch MacBook Pro,mac,RFB MACBOOK PRO,RFB MACBOOK PRO J516,4
,,G0P88B/A,RFB MAC PRO 2.7-12C/D700/64GB/1TB-GBR,Refurbished Mac Pro,mac,RFB MAC PRO,RFB MAC PRO J90 BEST,2
GB,,G1333B/A,"RFB IMAC 24""ORG/8CCPU/8CGPU/16G/1TB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J456 24 BES,4
GB & IE,,G15Z3B/A,RFB MBA 13.6 STL/10C GPU/16GB/1TB-GBR,Refurbished MacBook Air,mac,RFB MACBOOK AIR,RFB MACBOOK AIR J413,1
GB,,G19G2B/A,"RFB 24"" YLW/8CCPU/10CGPU/16GB/512GB-GBR",Refurbished iMac,mac,RFB IMAC,RFB IMAC J434 24 BES,2
